ID,cidade,pf1,sexo,idade1,idade,p3a,p3b,p3c,p3d,p3e,p3f,p3g,p3h,p3i,p3j,p3k,p3l,p3m,p3n,p4a,p4b,p4c,p4d,p4e,p4f,p4g,p4h,p4i,p4j,p4k,p4l,p4m,p4n,p57,religiao,RELIGIAO2,escola,p59,PESO
48598925,6,1,1,23,2,8,10,8,3,9,6,10,2,6,2,5,7,6,9,2,2,3,2,3,3,3,3,1,3,3,2,2,1,2,1,1,7,2,0.9556293082
48598926,6,1,2,15,1,9,10,8,8,96,96,4,96,10,96,2,9,10,7,3,1,2,3,4,3,4,4,1,4,4,1,1,1,1,1,1,4,4,1.144002593
48598927,6,1,1,15,1,96,10,9,5,5,96,7,96,10,4,10,96,96,10,3,1,1,3,3,1,3,3,3,3,3,3,1,1,1,11,4,3,2,0.9940509908
48598928,6,1,1,38,4,10,1,96,10,10,3,10,96,10,96,10,96,96,10,3,3,4,4,2,4,3,4,2,4,2,4,3,1,2,8,7,5,2,0.9774966617
48598929,6,1,2,27,3,8,6,5,4,96,96,10,96,9,9,96,2,10,96,4,4,3,4,4,4,3,4,4,4,4,4,4,4,2,8,7,2,2,1.037504047
48598930,6,1,1,45,5,9,9,8,9,9,8,9,9,9,8,96,9,9,9,3,3,4,4,4,2,1,2,3,4,4,4,1,1,1,8,7,5,1,1.006759341
48598931,6,1,1,25,3,5,10,1,4,3,96,7,96,8,96,10,2,96,10,3,1,1,3,3,3,3,3,2,3,3,4,3,1,1,8,7,5,2,0.9015118783
48598932,6,1,2,26,3,96,10,96,96,7,96,5,96,10,96,8,96,3,96,3,1,3,4,4,4,3,4,3,4,2,4,4,4,2,8,7,5,1,1.037504047
48598933,6,1,2,44,4,8,10,8,8,8,8,8,8,8,8,5,8,10,5,4,3,3,4,4,3,3,4,4,4,4,3,2,4,1,8,7,5,2,0.9774966617
48598934,6,1,1,25,3,96,10,7,96,96,5,96,96,5,96,10,96,5,5,1,1,1,4,4,4,1,4,1,4,1,4,1,2,1,8,7,5,2,0.9015118783
48659584,8,1,1,59,5,8,10,8,8,5,8,5,5,10,5,10,8,5,5,1,1,1,1,4,4,1,4,2,4,2,4,4,4,2,8,7,3,2,0.72743513
48659600,8,1,1,72,6,96,96,4,5,6,9,5,96,96,2,3,7,96,96,4,3,3,3,4,4,4,4,4,4,2,4,4,4,1,8,7,1,5,0.72743513
48659898,8,1,1,56,5,5,7,10,4,6,1,3,2,3,96,8,4,7,9,4,4,3,4,4,4,4,4,4,4,3,4,4,4,2,8,7,2,2,0.8477391048
48660131,8,1,2,32,3,96,96,96,96,4,10,9,10,10,5,10,96,5,96,3,2,2,3,1,2,1,4,1,4,2,2,1,4,2,8,7,5,2,0.6138206921
48661370,8,1,1,35,4,96,96,10,5,96,96,2,96,96,10,96,96,96,10,3,3,3,4,4,4,1,4,3,4,4,3,3,3,2,8,7,2,1,0.8477391048
48661509,8,1,2,32,3,2,10,5,4,7,5,8,1,9,2,8,5,3,96,4,1,4,3,4,2,3,4,2,4,3,2,4,4,2,10,3,2,2,0.72743513
48661554,8,1,1,41,4,7,8,9,7,5,8,9,8,7,7,6,8,7,8,1,1,3,1,4,1,2,4,1,1,2,1,1,1,2,1,1,2,2,0.72743513
48661800,12,1,1,17,2,5,10,96,96,7,96,96,96,10,4,9,6,5,10,4,1,4,4,4,4,4,4,2,2,2,2,2,1,1,8,7,5,1,0.9386159731
48661834,8,1,2,37,4,10,10,10,7,10,10,2,1,8,4,10,10,5,5,4,3,3,4,4,4,4,4,3,4,2,4,1,1,2,8,7,2,1,0.6138206921
48662457,6,1,1,35,4,96,9,96,10,10,96,10,9,5,5,9,10,8,96,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,8,7,5,2,0.9774966617
48662541,8,1,1,62,6,5,7,7,6,7,8,10,4,7,6,8,4,5,8,4,2,4,4,4,4,1,4,2,3,4,3,1,3,2,8,7,5,2,0.6034087343
48662708,8,1,2,20,2,7,10,10,10,7,10,6,6,10,10,96,10,9,7,3,3,4,4,2,4,4,4,2,4,4,1,3,1,2,3,2,5,2,0.6719849523
48662797,8,1,1,17,2,10,10,6,6,10,7,6,2,10,8,8,8,10,10,1,1,3,1,4,4,3,4,2,3,2,3,1,1,1,1,1,4,2,0.72743513
48662898,8,1,2,34,3,3,6,7,6,10,9,8,3,8,3,9,6,6,8,3,2,2,3,2,3,3,4,1,4,2,3,2,3,1,8,7,7,2,0.72743513
48663608,12,1,1,31,3,10,10,10,10,10,10,10,10,10,5,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,5,1,1.150431996
48663624,8,1,2,41,4,3,10,9,8,8,8,8,7,6,7,2,8,6,5,4,2,2,3,4,3,2,4,3,4,4,2,4,1,3,8,7,5,4,0.72743513
48663748,8,1,2,47,5,8,10,5,10,8,8,8,6,10,10,96,10,7,3,1,1,3,4,3,2,3,3,2,2,3,2,1,1,2,2,1,4,2,0.7654462006
48663799,8,1,2,35,4,10,10,10,10,10,10,10,96,10,10,10,10,10,96,3,1,1,3,2,2,1,3,1,4,2,2,1,2,4,8,7,5,1,0.6034087343
48664090,2,1,2,41,4,8,10,7,9,10,10,10,10,7,10,4,10,5,5,3,3,3,2,1,2,2,3,2,3,3,1,1,3,1,11,4,5,1,1.495662604
48664135,8,1,2,57,5,10,3,5,10,3,2,8,96,2,6,96,9,8,96,2,1,3,3,4,4,4,4,4,4,4,3,1,4,3,1,1,5,1,0.6138206921
48664374,8,1,2,78,6,10,5,10,10,10,10,10,5,10,10,96,10,10,5,4,3,2,2,2,2,2,4,4,4,4,2,1,4,3,10,3,2,2,0.8477391048
48664456,6,1,2,24,2,10,9,6,9,7,10,10,96,8,4,10,5,3,10,3,2,3,3,4,3,2,4,1,4,1,4,3,3,1,1,1,4,2,0.9556293082
48664860,8,1,2,57,5,7,8,3,1,8,6,6,8,9,7,96,10,8,2,3,3,3,2,4,4,4,4,3,4,4,2,1,2,4,5,1,5,2,0.72743513
48665005,8,1,2,62,6,9,10,10,9,96,10,10,10,96,96,96,10,96,96,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,8,7,1,3,0.72743513
48665038,2,1,2,74,6,8,10,9,8,9,96,8,9,7,9,96,10,9,10,3,3,3,3,3,4,3,3,3,4,3,3,2,4,2,2,1,2,3,1.699062222
48665150,12,1,2,29,3,10,10,6,10,7,8,5,5,9,9,96,8,10,2,1,1,4,2,4,2,4,4,2,4,4,2,1,1,1,1,1,8,2,0.8896395386
48665683,2,1,1,66,6,7,1,1,8,1,8,8,8,7,8,96,8,1,96,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,3,1.108727679
48665758,8,1,2,62,6,5,9,2,10,10,8,10,10,10,10,10,10,9,3,3,1,3,3,3,3,2,3,3,4,2,2,1,4,1,8,7,8,3,0.6991923183
48665898,8,1,2,29,3,5,6,4,7,96,3,10,4,96,1,96,3,2,10,4,3,4,4,4,4,4,4,4,4,4,4,3,1,2,3,2,4,2,1.099962721
48665987,8,1,1,45,5,96,5,4,5,96,2,3,96,96,96,96,4,96,96,4,3,3,3,3,3,3,4,3,4,4,3,3,4,2,3,2,4,4,0.72743513
48666212,2,1,2,58,5,2,8,5,7,3,8,3,5,9,2,2,6,3,2,4,3,3,4,4,4,4,4,4,4,4,4,3,4,2,8,7,3,4,0.991241925
48666262,2,1,1,16,2,10,10,7,9,10,9,3,6,10,2,10,10,7,10,1,2,3,1,3,2,1,4,1,2,2,2,1,1,1,11,4,4,1,1.027854908
48666493,8,1,2,38,4,9,10,8,10,8,10,9,6,8,7,1,7,7,3,2,2,3,3,4,4,4,4,3,4,3,4,4,3,1,8,7,3,4,0.8477391048
48666738,9,1,1,22,2,9,10,4,9,10,6,8,8,7,5,96,5,7,8,3,2,3,3,3,3,4,3,3,3,3,3,2,3,2,3,2,5,3,1.312536157
48666775,8,1,1,19,2,96,5,96,96,8,96,96,8,9,10,96,96,96,10,4,3,4,4,4,4,4,1,4,4,4,4,3,1,1,3,2,3,1,0.6719849523
48666849,8,1,1,76,6,7,5,9,9,9,96,96,96,96,5,96,7,9,96,3,3,3,3,3,4,3,3,4,4,3,2,2,4,3,8,7,8,3,0.687332241
48666850,12,1,1,23,2,10,8,9,10,10,10,8,5,10,5,5,10,10,96,3,1,3,4,4,4,1,4,3,2,4,4,3,4,1,1,1,5,2,1.329312308
48666894,8,1,1,79,6,10,10,7,10,10,96,96,10,8,10,96,2,4,96,1,1,3,1,2,4,4,3,1,4,4,4,4,4,2,8,7,4,2,0.7389058461
48666930,8,1,2,46,5,7,10,6,3,5,5,10,96,10,96,7,10,8,2,3,2,3,3,3,3,2,4,2,4,3,2,2,4,2,8,7,5,2,0.72743513
48666996,2,1,2,60,6,8,10,96,10,96,96,96,96,96,96,96,10,10,96,4,3,4,3,4,4,4,4,4,4,4,3,1,4,2,3,2,2,3,1.108727679
48667124,8,1,1,33,3,8,9,9,8,9,7,8,5,6,4,3,7,9,10,4,3,4,3,4,4,1,4,2,4,2,3,1,1,1,8,7,2,3,0.72743513
48667399,12,1,1,41,4,10,10,3,10,10,10,10,5,3,10,96,10,5,96,3,2,3,3,3,3,3,3,3,2,4,2,3,2,1,3,2,7,3,1.027969313
48667496,2,1,2,34,3,6,9,5,8,10,8,8,8,10,4,5,9,3,10,3,4,3,3,4,4,1,4,2,4,3,4,1,1,2,11,4,2,4,1.519021975
48667585,8,1,2,17,2,10,10,96,96,96,96,10,96,10,96,10,96,10,10,1,3,4,4,4,3,4,4,1,4,1,4,3,4,1,11,4,2,2,0.72743513
48667632,9,1,1,50,5,7,96,10,96,10,96,10,96,10,5,96,7,10,96,3,3,4,4,4,4,4,4,4,4,4,3,1,4,4,8,7,5,2,1.169659814
48667643,12,1,1,57,5,8,8,8,7,3,5,8,3,7,8,96,5,10,96,4,3,2,4,4,4,4,4,4,4,4,1,1,4,2,3,2,3,4,1.163793504
48667859,12,1,1,63,6,10,10,96,10,8,5,10,10,10,1,96,10,10,96,2,1,3,3,3,3,2,2,2,2,4,2,1,3,1,8,7,8,3,0.9838912748
48667980,8,1,1,40,4,4,10,9,10,10,10,10,96,10,10,4,8,10,96,3,3,3,4,4,4,3,4,4,4,3,3,3,4,1,8,7,4,6,0.6138206921
48668064,2,1,2,18,2,96,1,96,10,96,96,10,96,96,96,96,96,3,96,3,1,3,3,4,4,4,4,3,3,4,4,3,4,1,2,1,4,2,0.991241925
48668087,9,1,1,38,4,8,7,3,8,7,8,7,5,8,3,9,5,8,4,2,1,3,3,3,3,2,4,2,3,2,3,2,3,1,10,3,8,2,0.9590047459
48668310,6,1,1,40,4,8,96,9,5,6,1,3,2,4,2,96,10,3,1,3,1,3,4,3,3,4,3,3,4,3,3,3,1,1,3,2,2,3,0.9574942781
48668335,8,1,1,19,2,7,9,96,7,96,96,96,6,96,4,6,5,10,9,1,1,3,3,3,4,2,3,4,3,2,3,1,1,1,11,4,6,2,0.7389058461
48668344,8,1,1,20,2,5,8,5,7,7,4,5,3,3,5,96,7,7,6,2,1,3,3,3,3,3,3,4,2,4,3,1,1,1,2,1,4,2,0.72743513
48668347,8,1,2,44,4,4,8,8,2,2,4,96,2,4,2,96,8,8,96,3,3,3,3,4,3,3,3,3,4,3,2,3,3,1,3,2,7,2,0.7654462006
48668365,8,1,2,51,5,8,7,9,9,96,96,96,10,96,96,96,10,9,96,2,1,2,2,3,3,4,4,3,4,4,2,1,3,3,3,2,7,2,0.8286085196
48668368,8,1,1,47,5,4,10,10,10,10,5,10,10,5,10,10,3,2,96,3,3,3,3,2,3,1,3,3,1,1,1,1,4,1,11,4,5,1,0.6991923183
48668480,8,1,2,64,6,7,6,7,8,5,9,9,4,10,8,10,10,8,5,3,3,4,3,3,2,2,4,2,4,2,2,2,1,3,7,6,5,3,0.6034087343
48668491,12,1,1,46,5,8,6,5,6,10,3,5,5,8,6,1,10,6,2,1,2,4,3,2,4,4,4,4,4,4,1,2,1,4,4,2,5,3,1.060668106
48668532,8,1,2,82,6,8,8,1,8,10,8,10,10,10,9,10,10,10,9,3,3,3,3,3,3,3,4,3,3,4,2,1,2,3,8,7,7,3,0.7389058461
48668547,12,1,1,79,6,96,3,96,96,3,96,6,96,1,96,96,3,96,6,4,4,4,4,4,4,2,4,4,4,4,4,4,1,2,8,7,1,3,1.577545787
48668572,8,1,2,36,4,9,10,7,10,3,10,10,3,8,4,3,10,6,3,4,4,3,3,3,3,3,4,3,3,4,3,3,2,2,2,1,5,2,0.72743513
48668817,12,1,1,46,5,96,5,10,8,5,5,6,8,6,3,96,8,2,96,4,2,3,2,2,3,3,3,2,4,4,2,4,4,2,8,7,5,3,1.179415606
48668956,2,1,2,56,5,10,9,10,5,8,10,5,8,10,4,96,10,10,96,4,4,4,4,4,4,4,4,4,4,4,2,1,4,4,2,1,2,2,1.842502786
48669505,12,1,1,16,2,5,10,10,10,10,9,9,6,10,6,5,7,8,10,1,1,2,3,3,2,3,1,3,4,4,1,4,2,1,3,2,2,98,1.648219371
48669543,12,1,2,19,2,9,9,10,9,9,10,9,9,10,9,6,9,9,10,2,4,3,2,3,2,3,4,4,4,4,3,1,2,1,1,1,5,3,1.084561078
48669692,9,1,1,65,6,8,8,4,5,8,8,8,5,8,5,8,5,4,96,4,1,3,3,3,3,3,4,1,3,4,1,4,4,2,8,7,5,2,1.312536157
48669708,2,1,2,23,2,10,9,10,9,10,10,4,7,10,10,96,10,10,4,1,3,3,3,3,3,3,4,3,2,3,3,1,3,2,8,7,6,3,1.202330209
48669813,8,1,2,16,2,10,96,96,9,9,7,96,8,10,5,96,10,10,96,1,2,3,2,2,1,4,2,1,3,4,3,1,1,1,12,4,2,2,0.8477391048
48670014,6,1,2,20,2,10,10,4,5,10,6,10,8,10,7,10,2,9,9,4,3,4,4,4,1,3,4,4,4,3,4,4,4,1,5,1,2,2,1.088559916
48670135,8,1,1,12,1,3,10,9,5,3,96,8,96,8,2,7,2,96,10,4,1,3,3,2,3,1,4,1,4,2,2,2,1,1,11,4,2,5,0.72743513
48670137,2,1,2,59,5,10,96,96,8,10,96,96,96,96,96,96,96,6,9,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,8,7,1,2,1.149680171
48670187,8,1,2,21,2,96,9,96,96,10,8,6,96,9,96,10,6,6,8,2,1,3,3,1,3,1,4,1,4,1,3,2,1,1,8,7,5,2,0.7389058461
48670191,9,1,2,75,6,10,10,9,10,8,10,10,10,10,9,96,6,10,96,2,3,1,3,3,3,1,3,3,3,3,3,1,4,3,8,7,3,3,1.122019561
48670201,8,1,1,73,6,9,4,8,9,6,3,5,5,9,7,1,10,5,96,1,2,2,1,1,4,2,1,3,4,4,1,1,4,2,8,7,2,2,0.72743513
48670241,8,1,2,91,6,96,10,10,9,6,10,8,96,96,96,96,10,10,96,4,3,3,3,3,4,3,4,4,4,4,3,1,4,3,7,6,2,2,0.6138206921
48670309,9,1,1,40,4,5,7,2,6,2,1,5,1,8,2,1,5,5,1,3,2,3,3,4,3,3,3,2,4,4,2,3,4,1,8,7,5,3,1.122019561
48670387,6,1,1,37,4,10,10,2,10,7,5,3,9,10,8,7,5,10,10,4,3,3,3,3,3,4,4,3,3,4,3,4,3,1,1,1,2,4,1.265502822
48670812,12,1,2,67,6,96,96,96,3,1,96,96,96,96,96,96,96,96,96,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,3,1.076546685
48671092,8,1,1,17,2,4,6,5,8,4,5,8,2,9,3,7,5,6,10,2,2,3,2,4,3,3,4,3,4,2,4,1,1,1,11,4,2,2,0.6138206921
48671104,12,1,2,26,3,10,10,10,10,10,10,8,7,10,10,6,10,8,5,4,1,2,1,1,4,4,2,2,1,2,4,1,1,1,8,7,5,2,1.060668106
48671184,12,1,1,43,4,8,8,5,8,8,5,8,8,7,8,96,6,8,2,1,1,2,2,2,2,1,3,2,2,3,3,1,3,2,8,7,7,3,0.9838912748
48671278,9,1,1,58,5,10,9,96,10,10,8,8,6,6,10,96,96,10,96,3,3,3,1,3,3,3,3,3,3,3,3,1,4,4,11,4,3,2,1.312536157
48671328,9,1,2,56,5,7,9,8,8,8,8,7,8,8,2,96,10,7,3,3,2,3,2,3,3,3,3,3,4,3,2,1,3,1,4,2,8,2,0.9590047459
48671329,12,1,2,26,3,10,10,10,10,9,10,10,10,10,10,10,9,10,1,2,1,3,2,1,1,1,2,1,1,2,1,1,3,1,6,5,7,3,0.8237296019
48671330,12,1,1,30,3,5,8,5,7,7,3,7,10,7,3,96,7,5,7,2,1,2,1,1,3,2,1,1,3,4,1,1,1,2,11,4,6,1,0.9838912748
48671362,8,1,2,13,1,8,10,6,9,10,10,9,5,10,96,10,6,8,10,1,2,4,3,4,3,3,4,1,4,1,4,4,1,1,3,2,2,1,0.72743513
48671364,8,1,1,51,5,6,2,5,8,7,9,9,96,10,6,10,7,8,96,2,3,3,2,3,2,3,4,1,3,1,1,1,4,2,8,7,3,2,0.7032010954
48671371,12,1,2,55,5,5,2,5,9,9,10,5,10,10,10,96,5,5,2,1,2,4,1,3,4,4,3,4,4,4,1,1,1,1,4,2,5,2,0.9386159731
48671426,2,1,1,42,4,4,6,96,10,96,96,10,96,8,96,96,10,10,96,3,2,3,3,4,4,4,4,1,4,4,2,1,1,2,1,1,3,3,0.991241925
48671431,6,1,1,46,5,10,9,10,9,10,7,9,9,10,8,96,10,10,96,3,3,4,4,4,4,3,4,4,4,4,3,4,4,2,8,7,5,2,1.006759341
48671445,2,1,1,31,3,96,96,96,96,96,4,6,96,96,96,96,96,96,10,3,4,4,4,4,4,2,4,4,4,4,4,4,4,2,1,1,2,1,1.699062222
48671478,8,1,2,13,1,8,8,9,8,5,9,9,6,3,4,5,7,10,4,2,4,4,2,4,4,4,3,4,4,3,4,1,2,1,11,4,2,2,0.7153349935
48671566,8,1,1,53,5,5,7,96,5,96,96,2,9,3,96,96,5,9,8,4,3,3,3,3,2,3,4,4,4,3,2,1,1,1,3,2,4,2,0.7559654116
48671572,12,1,1,18,2,6,9,7,6,8,5,8,5,10,6,9,6,7,8,1,1,3,3,3,4,1,4,1,4,2,4,1,1,1,8,7,6,2,1.005323062
48671586,9,1,2,23,2,9,9,5,8,10,8,7,10,5,5,3,7,10,6,1,1,3,2,3,3,3,3,3,3,4,3,1,2,1,8,7,6,2,1.122019561
48671595,9,1,1,57,5,10,96,10,96,96,10,10,96,10,96,10,5,96,96,3,4,2,3,4,2,2,4,2,4,2,1,4,4,1,6,5,7,2,1.122019561
48671613,8,1,2,22,2,8,9,10,6,9,6,7,8,10,10,10,7,10,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,1,8,7,6,1,0.7831185193
48671727,9,1,2,27,3,5,10,2,6,10,9,8,4,6,2,96,5,9,9,3,1,3,2,3,1,1,4,3,3,4,2,2,1,2,7,6,8,2,1.122019561
48671802,8,1,1,19,2,8,9,6,7,5,8,9,96,9,3,10,5,8,10,2,2,3,3,3,3,4,4,3,4,2,3,1,2,1,8,7,5,4,0.72743513
48671869,8,1,1,66,6,7,10,10,3,4,2,5,1,8,6,96,10,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,1,1,5,2,0.72743513
48671886,6,1,1,34,3,2,10,4,5,5,96,6,96,96,96,96,10,6,10,3,2,3,4,4,4,3,4,4,4,4,3,3,1,2,10,3,5,1,0.7752280531
48672102,12,1,1,55,5,9,7,8,9,6,9,10,8,9,8,10,9,8,4,1,3,3,1,2,2,1,3,1,2,2,1,2,3,2,8,7,8,1,1.027969313
48672112,12,1,2,41,4,10,9,2,10,10,4,8,10,8,10,96,6,10,96,1,1,3,1,2,3,2,2,1,1,4,3,1,3,2,11,4,8,3,0.9838912748
48672193,8,1,1,17,2,2,2,6,3,1,7,4,96,5,2,3,1,1,2,3,2,1,2,4,1,4,4,3,4,4,3,4,2,1,1,1,4,3,0.72743513
48672234,12,1,1,28,3,2,7,8,1,10,5,96,96,4,96,96,3,8,96,4,1,2,4,1,2,4,4,2,4,4,1,1,1,2,3,2,3,2,1.344751393
48672281,9,1,2,29,3,6,10,10,10,6,10,6,2,6,6,96,5,10,8,2,1,2,2,2,4,4,2,2,2,4,2,4,1,1,11,4,2,2,1.122019561
48672362,8,1,2,36,4,5,8,8,5,8,8,8,5,10,7,10,5,10,10,3,3,3,4,3,3,2,4,3,3,2,4,1,1,1,8,7,3,3,0.6034087343
48672400,8,1,2,36,4,96,9,5,6,9,10,10,3,10,5,10,10,2,5,4,2,4,3,3,2,2,4,1,4,2,2,1,4,1,8,7,5,1,0.7153349935
48672471,12,1,1,37,4,96,5,10,10,8,8,9,96,4,2,9,96,96,10,3,2,2,3,4,4,2,4,2,4,2,2,3,1,2,1,1,4,3,1.084561078
48672591,9,1,1,53,5,96,9,3,7,96,96,9,96,6,4,3,8,4,96,4,3,4,3,4,4,3,4,4,4,4,3,4,4,1,3,2,5,2,0.9590047459
48672748,8,1,1,23,2,4,10,8,4,10,10,9,96,8,2,10,10,5,10,2,2,3,3,2,2,1,3,2,3,2,3,2,1,1,8,7,5,4,0.6034087343
48672811,9,1,1,67,6,96,5,96,5,96,6,1,3,7,2,96,3,4,96,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,11,4,2,2,1.122019561
48673033,9,1,1,17,2,5,9,7,8,8,6,7,5,8,6,8,5,8,9,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,4,3,1.169659814
48673121,2,1,1,20,2,96,10,10,10,10,10,96,10,10,10,96,10,10,10,4,1,1,1,1,1,4,2,1,1,3,2,1,1,1,8,7,5,2,1.090049315
48673141,6,1,2,24,2,8,10,96,10,8,8,5,6,10,7,96,10,8,96,1,1,3,1,2,2,2,3,2,3,4,1,1,3,1,11,4,6,3,0.3861233152
48673153,6,1,1,25,3,10,10,96,10,9,8,7,9,10,10,10,8,10,9,3,3,3,4,4,4,3,4,4,4,2,4,2,3,2,3,2,4,3,1.037504047
48673215,2,1,1,53,5,96,96,2,8,7,96,96,96,10,96,96,7,10,96,4,3,3,3,3,3,4,4,3,4,4,3,4,4,1,3,2,2,2,0.991241925
48673228,8,1,2,33,3,10,10,8,10,10,10,9,8,9,10,5,10,10,4,3,3,4,3,3,3,4,4,3,4,4,3,2,2,2,8,7,4,1,0.8477391048
48673294,9,1,1,30,3,10,10,7,3,8,7,10,5,10,10,10,9,8,1,2,1,2,3,3,1,3,3,1,3,2,3,2,4,1,8,7,6,1,1.122019561
48673296,8,1,1,58,5,7,4,3,9,8,9,8,10,9,8,4,5,9,96,3,3,3,2,1,1,2,3,2,3,2,1,1,4,4,11,4,7,2,0.7389058461
48673318,9,1,1,25,3,10,10,10,10,10,7,10,10,10,10,7,7,10,10,2,1,3,2,3,3,1,2,1,1,2,2,1,1,1,1,1,6,1,1.122019561
48673372,8,1,1,34,3,7,8,7,8,7,7,9,7,8,7,7,8,8,7,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,2,5,2,0.6034087343
48673418,9,1,2,57,5,10,10,8,10,10,10,10,10,10,10,5,10,10,96,1,2,3,2,2,1,1,1,1,1,3,2,1,4,2,7,6,8,3,1.122019561
48673420,8,1,1,17,2,6,10,6,5,6,10,6,7,10,5,8,7,6,10,3,1,4,4,4,3,4,4,4,4,3,4,4,1,1,1,1,4,1,0.7654462006
48673643,2,1,2,15,1,5,10,8,5,10,10,6,5,10,6,10,7,9,10,4,1,3,4,4,4,4,4,2,4,3,4,1,1,1,1,1,4,2,0.8171369028
48673736,8,1,1,30,3,10,10,8,10,10,9,10,8,10,8,10,10,10,10,4,2,4,4,4,4,3,4,2,3,2,1,1,2,2,3,2,4,2,0.8477391048
48674072,9,1,1,52,5,6,9,3,10,4,5,5,5,4,2,96,8,2,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,8,7,1,1,1.122019561
48674135,8,1,1,31,3,2,10,96,4,2,10,7,96,10,7,96,96,5,10,3,1,4,3,4,1,1,4,1,4,4,3,1,1,1,11,4,5,1,0.6991923183
48674206,9,1,1,40,4,7,8,4,8,5,4,7,4,2,5,2,4,6,9,2,1,4,2,4,4,1,4,4,3,3,3,3,1,1,8,7,5,3,1.122019561
48674255,8,1,2,65,6,1,5,5,9,7,6,10,2,8,1,10,4,4,96,3,3,3,2,2,3,2,4,2,4,2,3,1,4,1,8,7,2,2,0.7153349935
48674315,2,1,1,45,5,10,8,10,10,10,10,10,10,8,10,4,9,9,96,3,1,3,2,2,2,2,3,1,2,2,1,1,4,1,1,1,7,2,0.991241925
48674399,6,1,2,34,3,10,8,8,10,9,5,10,5,6,7,96,8,10,3,2,2,3,3,4,4,3,4,3,4,4,3,1,1,1,11,4,5,2,0.892170433
48674400,2,1,1,32,3,5,6,96,3,4,7,8,5,8,4,6,7,2,5,4,2,4,3,2,3,3,3,2,2,3,1,3,2,1,11,4,3,2,0.991241925
48674487,9,1,1,19,2,10,10,6,9,5,10,8,9,10,6,10,9,5,10,3,3,2,3,4,4,2,4,3,4,3,1,4,1,1,3,2,2,3,1.169659814
48674533,12,1,2,22,2,10,10,10,10,8,8,5,8,7,9,96,10,9,3,1,1,2,2,2,3,3,3,3,3,4,2,2,3,1,1,1,6,3,1.027969313
48674585,8,1,2,51,5,5,9,9,5,1,9,9,4,9,1,1,6,9,1,4,2,3,3,4,4,2,4,2,4,4,3,2,4,2,8,7,2,1,0.72743513
48674600,12,1,2,39,4,5,1,1,7,5,5,8,1,10,5,5,8,10,10,3,3,3,4,4,3,3,4,1,4,4,3,1,1,2,8,7,5,3,1.038056456
48674640,6,1,1,24,2,96,9,96,3,5,9,9,96,9,96,9,96,2,5,3,1,4,3,1,1,1,4,1,3,3,3,1,1,1,11,4,6,2,0.3355117081
48674642,9,1,1,71,6,96,5,7,5,6,7,96,96,5,9,96,7,5,96,3,2,2,3,3,3,3,3,2,3,3,3,2,4,2,8,7,6,3,1.122019561
48674650,9,1,2,55,5,96,6,96,5,5,8,3,96,10,96,96,10,8,96,4,3,4,4,4,3,2,4,1,4,3,3,1,4,2,8,7,5,2,1.122019561
48674659,9,1,1,26,3,9,10,10,7,9,8,10,10,10,8,10,5,10,10,2,1,2,3,2,2,3,3,1,3,2,2,1,1,1,6,5,6,1,0.9590047459
48674689,12,1,2,59,5,96,96,9,9,96,96,96,96,8,96,96,96,96,96,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,3,1.076546685
48674766,2,1,2,16,2,3,5,96,96,9,10,96,8,7,96,96,96,6,7,2,1,4,3,1,1,4,3,4,3,4,3,1,1,1,2,1,4,1,1.519021975
48674774,12,1,2,34,3,9,9,8,6,9,9,9,4,9,9,96,9,9,2,3,3,4,4,3,4,3,4,3,4,3,4,1,4,2,8,7,5,1,1.084561078
48674778,8,1,2,65,6,3,8,6,2,2,8,10,5,6,5,96,2,3,10,4,1,3,4,2,3,1,3,3,4,3,2,3,1,1,4,2,7,2,0.687332241
48674903,9,1,1,18,2,5,10,96,5,5,10,5,96,10,5,10,5,96,10,4,1,3,3,4,2,1,4,1,4,2,4,3,1,1,3,2,4,3,1.122019561
48674923,9,1,2,20,2,10,10,7,10,9,10,96,10,10,6,5,10,96,10,3,3,4,3,4,4,4,4,4,4,3,4,3,2,1,11,4,4,1,1.169659814
48674939,12,1,2,73,6,7,9,9,9,10,10,8,9,6,7,5,7,10,96,3,3,4,3,4,3,3,3,4,4,4,3,1,4,2,8,7,5,3,1.272313059
48674946,2,1,1,54,5,10,96,10,10,10,10,10,10,4,10,2,9,9,96,1,4,2,1,1,1,2,2,1,1,3,1,1,4,1,8,7,7,1,1.246740049
48674985,8,1,2,16,2,2,9,6,4,6,10,10,7,10,3,7,5,6,9,2,1,3,3,4,1,1,4,4,4,4,4,1,1,1,1,1,2,2,0.8477391048
